0.015625;0.0000000000000002220446049250313;0.00000000000000033306690738754696
0.03125;0.00000000000008093525849517391;0.0000000000017004175845158898
0.046875;0.000000000010499934255392418;0.00000000018720180960940525
0.0625;0.0000000003288443961579901;0.000000005003306213779979
0.078125;0.000000004730443703415688;0.00000006149352649309492
0.09375;0.0000000415358234473473;0.00000046195639913371167
0.109375;0.0000002590458063611578;0.0000024687526605227106
0.125;0.0000012560360236335555;0.000010275145955085385
0.140625;0.000005018331571071677;0.00003530938855433874
0.15625;0.000017188838863146927;0.00010425319003781741
0.171875;0.000051913660661484506;0.0002720948043691829
0.1875;0.00014113576682561746;0.0006410365650980632
0.203125;0.0003508141765466988;0.0013850982304076664
0.21875;0.0008068810551443706;0.0027789029484464045
0.234375;0.0017334495527219218;0.005227623145722338
0.25;0.003504420152091292;0.009293697430393877
0.265625;0.006706800755823195;0.015715021125347395
0.28125;0.012209543721090399;0.025409127444277257
0.296875;0.021225699149557076;0.03945857310383527
0.3125;0.035348994492258035;0.05907433852017907
0.328125;0.05654015829391579;0.08553641249631694
0.34375;0.08703576091177467;0.12011358050832222
0.359375;0.1291558767443567;0.163967401317744
0.375;0.18499912729496337;0.21804802148843816
0.390625;0.2560360571853898;0.2829914422013714
0.40625;0.3426432124036758;0.3590287958677547
0.421875;0.4436558917861424;0.4459179158987321
0.4375;0.5560482340763744;0.5429059528439965
0.453125;0.674862574544884;0.6487291307737562
0.46875;0.7934927382440717;0.761652227673103
0.484375;0.9043692699869704;0.8795463983032806
